#Brand;BrandDescription;TotalQuantitySales;TotalQuantityPurchase;Profit;MarginPercent
814;Sammy's Beach Bar Rum;994;1514;-11480.40;-53
13595;Palagetto Brunello d Montlcn;251;297;2804.13;29
8274;Paul Masson Ruby Burgundy Ca;124;132;276.72;71
8171;Leroux Blackberry Brandy;34924;37016;8293.40;32
18617;Picket Fence Chard RRV;731;757;3861.03;61
19269;Peter Paul Live Free or Die;1619;1918;7669.29;26
39110;Gekkeikan Sake Horin;825;853;2723.49;40
21734;Gr Montmirail Muscat Venise;263;267;1602.14;44
13458;Ch Ste Michelle Harvest Rsl;11461;11516;37928.91;55
24449;Santa Barbara Winery Chard;15;24;17.69;7
36376;Sebastiani Pnt Nr Sonoma;590;641;2899.78;43
25284;Merryvale Cab Svgn;1219;1290;11525.11;37
27528;Bertani Due Uve White Venet;1171;1255;3670.14;40
37312;Salmon Run NY Pnt Nr;4613;5417;24091.24;56
41558;Sydney Ann Pinot Grigio Ver;123;132;440.09;39
2854;Talisker 10-Yr Single Malt;2953;3534;30682.17;23
5872;Godiva Chocolate Liqueur;19931;20416;12228.57;26
25545;Miolo  Lote 43;12;18;9.42;3
25917;Hogue Cellars WA Svgn Bl;147;192;349.09;30
18800;Haunting Whisper DeChaunac;331;334;1206.51;44
13620;Columbia Winery Cab Svgn;591;668;4702.45;132
10337;Poema Cava X-Dry Penedes;11;18;-13.91;-10
24327;La Crema Pnt Nr Sonoma Cst;15704;17856;89633.36;38
19963;Penya Rouge Vin d Pays;768;1145;-1715.68;-16
6356;Taylor Cream Sherry;5056;5133;12899.96;49
45859;Col D'Orcia Rosso di Mntlcno;236;385;-1858.91;-33
19126;Delas Cotes du Rhone;1666;1724;7257.78;50
20167;Plungerhead Lodi Cab Svgn;1764;2051;5856.58;33
15393;Cupcake Pnt Grigio;44363;45251;131378.34;64
1386;George Dickel No 8 Bourbon;1910;2095;10483.85;34
17944;Beringer Fndrs Est Malbec;14;24;-18.46;-11
2059;Backbone Blended Bourbon;683;807;1463.61;8
18594;Ninety+Cellars Lot 30 CDR;9;24;-79.41;-45
35318;Jewell Towne Marechal Foch;1183;1224;4461.63;49
25570;Steele Wines Scarlet Lake Cn;4018;4071;8870.70;46
27141;El Coto Real Rioja Rsva  10;7;30;-437.37;-65
3220;Svedka Clementine Vodka;5609;6272;15791.07;17
27406;Hourglass Estate Svgn Bl;10;120;-2700.50;-88
43291;Fish Eye Merlot;5;18;-89.85;-58
22043;Five Oaks Wh Moscato;179;180;221.21;48
23957;Angels & Cowboys Rose;864;869;3875.31;47
2810;Bib & Tucker Bourbon;1005;1151;5925.21;12
24647;Dom Perignon P2 Blanc 1998;55;76;1790.41;12
4402;Don Q Gran Anejo Rum VAP;101;564;-19058.97;-77
4545;Capel Premium Pisco;142;145;506.13;34
22899;Simi Svgn Bl;11060;11344;62157.48;84
25202;Rosenblum R Sauret Zinfandel;5547;5559;21147.09;47
24510;Tin Barn Svgn B Hi Vista Vyd;90;132;13.50;1
18943;Cannonball Merlot;79;120;-25.79;-2
44780;Nicolis Valpo Seccal Ripasso;737;768;7069.43;71
44494;Smoking Loon Pnt Grigio Cal;21783;23567;63459.07;60
21084;Glazebrook Svgn Bl Marlboro;21;36;-45.45;-14
8705;Livingston Clrs Red Rose;63;72;154.65;45
5403;Amaretto di Amore;10503;10675;30936.47;49
37194;Blackstone Syrah Cal;176;203;408.71;37
7830;Blossom Hill Wh Znfdl;24;30;51.06;24
22367;Ch Massiac Viognier;51;60;168.69;28
44734;Casa Liliana Good Pnt Grg;3122;3249;9982.22;56
934;Tanteo Jalapeno Tequila;1990;2065;20840.90;39
33682;R Mondavi Pvt Slctn Cab Sv;2854;2858;21387.42;69
20512;Lacoste Borie Pauillac;187;212;1959.33;37
29955;Lindemans Bin 99 Pnt Nr;676;725;1763.74;46
20146;Ch Le Ringue Brdx;15;60;-448.35;-64
36153;Edna Valley Paragon Pnt Nr;1276;1300;3951.24;32
2772;Talisker Storm Scotch;1461;1507;8647.34;12
652;Frangelico Gift Pack-Candle;525;606;1711.29;17
25896;JeanJean Mas de Lunes 12;143;334;-1273.87;-36
27650;Eden Ice Cider Heirloom Barr;50;135;-732.00;-46
27221;Poggio Antico 11 Brunello Mn;129;179;313.50;4
16556;The Transcendentalist;40;48;309.36;38
39598;R M Woodbridge Cab Svgn Cal;3150;3375;8815.50;55
6829;Almaden Moscato Rhine;29;36;51.91;25
36868;Dunn Cab Svgn Howell Mtn;68;81;3777.63;75
263;Loukatos Tentoura;2;12;-131.42;-79
25448;Taylor Fladgate 30 yr Tawny;22;23;787.70;48
44208;Black Box Pnt Grigio;18429;18622;129173.81;63
10358;Gnarly Head Merlot Cal;16;25;-8.91;-6
5750;Malibu Rum Traveler;12035;12969;49954.55;44
3201;Plymouth Gin;4142;4226;32019.62;35
21795;Canyon Rd Cab Svgn;1991;2024;2979.13;45
40559;McManis Cab Svgn Cal;3599;3676;16862.53;63
37541;Frogs Leap Cab Svgn Napa;902;1446;19558.16;71
12518;Raimat Vina 24 Albarino Whte;134;143;-312.31;-28
18964;Sprinkle Cab Svgn;23;36;-6.95;-5
19942;Viu Manent Estate Rsv Malbec;78;81;172.65;39
25732;Sonoma Loeb Pnt Nr Dutton Ra;138;362;-3794.66;-45
16680;Nicolas Potel Pnt Nr Bourgog;102;175;601.98;59
22836;Veracruz Joven Verdejo;87;144;-79.03;-7
24123;Garnacha de Fuego 14 Rose Ar;817;820;3153.23;59
41762;Ch Beaucastel Chtnf Pap;98;106;2733.06;39
33278;Villa Cornaro Pnt Grigio LTD;1590;1744;5279.96;56
1060;Jack Daniels Bruins Glass Pk;4750;5810;12103.50;10
4179;Bacardi Dragon Berry Rum;6719;6734;42264.05;41
23511;Plantaze Cab Montenegro;189;289;-70.16;-3
2936;Abraham Bowman Ltd Edition;4;18;-674.40;-71
14539;Dom de Dionysos La Deveze;4304;4623;18009.58;39
19452;Trois Couronnes CdR Red;1993;2510;4816.17;32
16964;Magnolia Grove Cab Svgn;18;36;-33.30;-24
20554;Franzia Moscato;152;167;749.92;38
4505;El Jimador Reposado Tequila;13;18;0.95;0
43432;Montgras RSV Svgn Bl Casabln;4940;5326;8606.16;41
24062;Atelie Pink Moscato;22;48;-166.54;-34
427;Van Gogh Chocolate Liqueur;23;28;11.61;6
12663;Zin 91 Old Vine Znfdl CA;5550;5886;13025.10;41
10051;Joseph Phelps Cab Svgn Napa;790;845;17006.60;52
27202;DeLoach Sonoma Cnty Chard;5659;7953;2453.01;5
5626;Baja Luna Black Raspberry;8599;8659;25281.36;40
13805;Neal Family Vyds Znfdl Napa;189;226;1324.93;39
7931;Tooters Blu-D Kamikazi 15 Pk;6925;7362;15403.61;32
41087;Wrongo Dongo Jumilla;135;145;490.60;81
18779;Girl Go Lightly Chardonnay;407;408;388.69;47
22451;Bota Brick Chard;26;32;56.62;27
27017;Bouchard Aine & Fils Pnt Nr;724;1083;293.29;4
14701;Cupcake Red Velvet;30726;32481;83776.49;56
27284;Ch Giscours Margaux 07;30;37;329.69;22
711;Bitter Truth Celery Bitters;21;241;-1363.61;-76
6438;Beringer Classic Chenin Blan;4868;4919;12441.14;79
8520;Brady's Irish Cream;3177;3283;13918.33;34
5628;Baja Rosa Strawberry Liqueur;4296;4374;12668.28;40
23938;Alphonse Dolly Pouilly-Fume;84;110;271.86;17
162;Stolichnaya Vanil;973;1005;4763.32;26
8501;Mother's Pumpkn Spice Liquer;1544;1596;6092.08;78
44269;Codorniu Original Spklg Cava;718;787;2752.67;54
23919;J J Vincent Pouilly Fuisse;691;733;6411.42;63
14682;CC Ranch Cab Svgn CC Ranch;19;20;585.61;42
2610;Glenmorangie Signet Sng Malt;96;138;-898.80;-5
25774;Ch Tourril Panatella Red;263;435;-169.33;-7
22672;Mumm Brut Cve Napa;296;384;308.60;18
37419;Provenance Cab Svgn Rutherfd;193;308;231.87;3
8522;Dekuyper Peachtree Scnapps;6604;11498;-1625.62;-20
21166;La Crema Pnt Nr Williamette;344;347;3279.94;49
23406;The Naked Grape Box Merlot;670;719;2276.01;27
23366;DeWetshof Limestone Hl Chard;593;713;2574.69;39
24346;Antinori Badia Chianti Clsc;12;13;131.01;40
1121;Old St Andrews Tumbler Pack;2728;3199;743.89;7
6688;Ch St Jean Chard California;26194;26716;96057.06;62
24121;Willamette Vly Dijon Chard;74;262;-2138.32;-58
44107;Carmel Road Pnt Nr Monterey;1978;2077;10568.18;48
41375;Torres Tempranillo Coronas;3;24;-201.15;-81
23267;Siduri Pnt Nr 13 Clos Pepe;161;180;2103.59;38
27810;Ch des Jacques Gr Clos de Ro;8;48;-741.04;-74
4421;Cruzan Vanilla Flavored Rum;837;862;2130.23;30
15660;Chickadee Chard;11;24;-70.71;-33
305;Crown Royal Canadian Whisky;8826;8946;48349.08;24
22838;Vinchio Vaglio Barbera;107;167;-0.88;0
21860;Le Grande Courtage Brut;33;60;-4.93;-1
15620;C Y Toro Casillero Diab Malb;2140;2234;6589.80;44
26672;Tridente Tempranillo Castila;1747;2047;-6108.25;-24
16762;Leese Fitch Svgn Bl;46;60;81.74;18
45331;Cono Sur Vision Cab Svgn;256;286;729.36;35
4404;Bacardi Gold Rum;7728;9389;22231.29;55
39234;Vidal Jackson-Triggs RSV Icw;162;175;1068.88;46
22794;Kenwood Yulupa Cuvee Brut;494;525;458.56;45
34870;Arca Nova Vinho Verde;6046;6284;18930.98;52
20491;Wild Oats Chard Cntrl Ranges;44;72;3.40;1
25816;Les Hauts Calas Chinian 14;148;158;397.80;37
20758;Feudo Zirtari Chardonnay In;4;12;-57.16;-51
27793;Jadot Marsannay Blanc 14;7;48;-724.63;-78
13744;W Hill Est Chard Cntrl Cst;2165;2169;6384.28;49
26081;Nickel & Nickel Merlot Harri;21;30;54.39;4
10705;Brownstone Chard Cal;31;48;-10.75;-4
39600;R M Woodbridge Merlot Cal;1272;1349;3929.82;64
13948;Cade Cab Svgn Howell Mtn;468;519;13900.59;53
39764;Grahams 10-Yr Tawny Port;757;831;7011.44;46
5138;Fireball Cinnamon Whisky;83893;87954;198138.96;20
24939;NH 1761 Walpole Rose;172;214;482.14;17
19372;Liberty Creek Pink Moscato;27;29;60.29;39
34136;Turning Leaf RSV Pnt Grigio;73;88;170.43;27
25652;Red Autumn Red;234;421;-237.32;-8
26403;Mouton Cadet Ryder Cup Red B;862;1558;-3316.50;-22
26754;Dom Faiveley Mercurey 14 Bl;253;340;523.67;9
44452;Ravenswood Zen of Zin Znfdl;2550;2603;12222.95;72
17292;Defesa Rose Alentejo;454;493;1657.66;39
24144;Ozeki Junmai Reishu Sake;20;24;266.36;23
33055;Cape Indaba Svgn Bl S Africa;1901;1921;5768.63;49
11868;Columbia Crest Two Vines Rsl;88;121;65.39;12
5893;Ole Smoky Wh Lightin'Moonshn;18524;19363;8081.13;27
18535;Candia Vyds Ice Storm;574;576;5024.34;46
26020;Hirsch Gruner Veltliner;76;84;400.80;38
14417;Jacobs Crk Moscato;135;144;161.29;21
24590;Dominios Rueda;18;60;-155.58;-55
23471;Three Wishes Pnt Grigio Colm;59;72;41.47;27
43924;Farnum Hill Kingston Blk RSV;297;324;1162.89;34
10991;Ch Nicot Bordeaux;1469;1470;452.01;5
39335;Phillips Seven Deadly Znfdl;25987;27503;121592.84;51
33768;Sensi Sangiovese/Cab Svgn T;439;525;3969.86;52
27162;Vatan 13 Tinta de Toro;8;84;-1861.56;-85
10011;Long Lake Merlot Cal;15;36;-28.95;-24
3752;Margaritaville Coconut;69;76;159.25;19
734;Old Grand Dad;12;120;1363.20;83
39356;Bota Box Chard Cal;8498;8600;57295.02;58
45474;Belle Glos Alturas Pnt Nr;478;540;7878.22;43
35747;Zenato Lugana Doc San Bened;752;827;3178.57;41
8642;Jose Cuervo RTD Pink Lemonad;2951;3491;-3454.10;-8
15355;Decoy Duckhorn Chard Sonoma;5863;7247;35091.73;53
38191;Argiola Vermentino Costamol;889;891;-1472.41;-14
18108;The Naked Grape Malbec;3;33;-112.05;-86
15252;Bota Mini Chard;4670;4676;6428.94;53
13132;F Coppola Rosso & Bianc Shir;32;38;132.76;60
42456;Two Hands Angels Share Shira;340;361;3891.25;56
42881;La Bastarda Pnt Gr Sicily;9615;9824;30576.77;79
13498;Riva Rey Tempranillo;2127;2144;7052.01;71
40538;Phillips Incognito Lodi Rd;560;598;2499.00;39
46065;Corbett Canyon Pnt Nr;88;103;273.80;31
27549;Whitman Express Pnt Blanc;530;2482;-14022.52;-69
26224;Jarvis Chard Estate Napa;32;42;228.76;14
3750;Margaritaville Island Lime;35;40;43.55;9
1893;Port Charlotte Scotch Barley;585;593;9288.08;36
26693;Dom Billaud Simon Chablis 14;67;168;-1193.83;-40
14169;GSM Le Grand Noir;14;36;-114.38;-41
3487;Stolichnaya Blueberi;7122;7187;38361.79;42
2141;Loch Lomond 12 Yr;12;60;-2172.12;-75
13397;Dom Seguinot-Bordet Chablis;2229;2435;15774.56;47
22390;Ch Julien Chard;3;24;-153.39;-81
3140;TGI Fridays Orange Dream;3890;4640;-1390.50;-3
4282;Capt Morgan White Pineapple;5752;5843;22012.86;39
43247;Archetype Shiraz/Cab Barossa;11;12;38.25;37
8068;Absolut 80 Proof;173251;187407;1119816.92;33
1605;Jack Daniels Tennessee Fire;34;48;-93.62;-8
27196;Buena Vista Cab Svgn Sonoma;49;168;-1562.33;-55
8787;Torresella Pinot Grigio Ven;1247;1304;8860.73;101
13702;Barefoot Cellars Cab Svgn;359;378;647.81;39
10642;Marques de Murrieta RSV Rioj;47;90;-608.87;-34
27484;Clos Lanson Champagne;1;5;-462.21;-70
3668;Belvedere Polish Vodka;12218;12713;102647.26;24
8480;Clan MacGregor;21358;22379;78820.99;31
5992;Kaikouzu Potato Shochu;20;24;63.56;10
26058;Matua Rose Wine;416;435;1916.29;44
16394;Ghost Pines Red L Martini;3514;3800;24594.86;72
8535;Arrow Peppermint Schnapps;6540;6549;1377.30;6
23755;Ch Haut Brion 12 Pessac-Leog;10;20;-1907.30;-27
2017;Redbreast Irish Whiskey;2682;2724;53470.70;44
2894;Scoresby Rare;10689;10762;53034.83;38
20119;Love Oregon Pnt Nr;39;52;78.25;13
18167;Lyrarakis Okto Syrah Blend;599;706;2468.89;37
41537;Mer Soleil Chard Central Cst;3682;3861;34420.92;49
42124;Pieropan Soave Clsc;515;597;4808.94;89
21633;Wild Horse Pnt Nr CC;36;48;55.32;16
5912;Yeni Raki;153;168;1085.95;59
3731;Absolut Apeach;4397;4478;17524.39;29
972;Ciroc Snap Frost Vodka;78;108;-151.38;-5
3502;Pinnacle Vodka;13867;14035;43697.43;38
2547;WhistlePig 10Yr Straight Rye;7749;10193;1365.77;3
26203;Jas Des Vignes 15 Rose;12;36;-172.92;-49
19349;Trimbach Pnt Gris Rsv;72;84;343.68;29
24714;La Perla Rioja Blanca;9;72;-487.53;-82
25120;Foxglove Chard;35;48;57.61;12
12520;Pavao Vinho Verde Adegas Wh;3903;4047;12448.13;65
25505;B Doon Not Drinking Any Merl;5409;5597;16983.77;46
8808;Salignac VS Cognac;2760;2769;12928.85;33
5033;Fireball Cinnamon Whisky;6389;7402;18934.17;20
41354;Tomasello Cranberry Wine NJ;4;24;-155.24;-76
17351;Wine by Joe Pnt Nr;685;713;3719.81;47
19019;Save Me San Francisco Merlot;6;24;-114.78;-64
8440;Bailey's Espresso Creme;5692;6255;23648.48;26
12234;Beringer Classic Svgn Bl;1850;1916;4315.66;70
16205;Sivas-Sonoma Cab Svgn;483;501;2689.92;48
261;Svedka Citron Vodka;330;352;770.22;22
43224;Ch Beauchene Cotes du Rhone;1808;1857;8431.52;49
46185;Bonny Doon Pousseur Syrah;83;137;-249.58;-12
38416;Acquese Moscato D'Asti Dolc;1234;1269;4377.17;42
26426;Pommery Brut Royale;3007;3163;34638.13;56
39087;Corbett Canyon Pnt Grigio;18412;18426;92374.72;75
753;LaBelle Winery Blueberry;1026;1236;3465.30;20
5214;Bacardi Party Drinks Rum Run;19;30;13.11;5
610;Moillard Pnt Nr Bourgogne;175;361;-1620.03;-31
24897;Carpineto Rosso di Montalcno;240;371;-526.01;-7
5296;Southern Comfort 100 Proof;6341;7533;26838.26;17
3872;Sobieski Estate Rye Vodka;34;293;-4324.17;-85
22079;C Y Toro Casa Diblo Cab Svgn;8665;9700;33547.79;75
16047;Entwine Pnt Grigio;39;48;219.21;67
23917;Mionetto Prosecco DOC Brut;840;881;7581.86;46
29646;Hartley & Gibson Amontillad;1289;1299;7447.25;80
17368;Emblem Cab Svgn Oso Vyd;23;43;-201.04;-16
3500;Tito's Handmade Vodka;66921;70021;45137.50;60
2686;AnCnoc 12 Yr Old Scotch;1517;1602;15550.23;36
20674;Tolaini Al Passo Toscana;640;662;4587.34;40
37785;Lindemans Bin 40 Merlot;2617;2731;6619.96;30
7868;Mumm Cordon Rouge Brut;1599;1790;15422.21;37
26813;Simonnet-Febvre 14 Chablis;7;168;-2681.07;-94
833;Bols White Creme De Cacao;379;404;558.25;17
6560;Rocky Peak Hard Cinnamon;3900;5372;-1843.72;-2
2932;Jameson Black Barrel;13785;14642;84112.53;23
549;DeKuyper Melon;153;164;322.59;31
24325;La Crema Chard Sonoma Cst;39387;41274;209227.01;47
2444;Clyde May's Alabama Style Wh;515;788;-2309.55;-13
26771;Conterno Fantino Rosso Langh;4;66;-1945.08;-91
40965;Wente Wetmore Cab Svgn;881;945;7015.39;45
8379;Wild Turkey 101;4272;4299;18419.91;56
446;St Urbans-Hof Rsl;1575;1650;7312.25;43
16455;One Four Brut Rose 1/4;5;48;-358.23;-86
3546;Vera Blood Orange Vodka;1618;1983;-5377.54;-16
10863;Sea Smoke Southing Pnt Nr;72;86;952.90;26
35905;Catena Alta Historic Malbec;295;320;4581.65;55
42759;Bigi Orvieto Clsc Vendemmia;35;36;135.61;48
5399;Goldschlager Cinnamon Schna;67618;68776;35322.17;35
34950;Ch Ste Michelle Col Solare R;70;80;815.70;29
40456;Moschofilero Boutari Mantnia;707;774;2669.51;37
23202;Truvee Chard;171;209;372.54;26
13662;Duckhorn Decoy Svgn Bl;4768;5578;29449.02;56
45329;Nasiakos Agiorgitiko Rd;54;60;189.06;30
26201;Our Daily Chard;1155;1616;-2233.79;-21
23042;Nozzole Le Bruniche Chardon;10;12;23.10;22
13618;Terra d'Oro Znfdl Port;616;638;3221.68;41
15902;Kosta Browne Pnt Nr RRV;100;141;499.19;6
46551;J Vineyards Brut 20;1411;1474;11856.91;48
16760;Plungerhead OV Dry Crk Znfdl;1;24;-254.93;-94
27854;F Coppola Black Label Claret;30768;30869;128328.32;41
22756;LaMarca Prosecco;28;60;-11.48;-2
17984;Volpaia Citto Toscana;568;588;2716.64;47
22653;Esser Vyds Chard;30;48;-1.38;0
23265;Frescobaldi Monte Chianti Rs;71;136;-810.95;-22
23875;Inglenook 1882 Cab Svgn;50;86;-181.34;-7
35663;Redwood Creek Cab Svgn Cal;77;102;44.71;10
21328;Skinnygirl Chard;16;24;13.64;10
1996;Del Maguey Vida Mezcal;7;8;53.73;33
25833;Ch Genins Brdx;264;719;-2622.59;-45
24529;Joseph Drouhin Mersault;31;86;-1562.41;-47
19246;Hidden Crush Cab Svgn C Cst;105;108;339.39;48
11174;Sutter Home Sweet Red;65;71;176.49;37
3176;Smugglers Notch Vodka;1622;1721;9013.09;25
26670;Gerard Bertrand Kosmos Rouge;35;168;-1614.27;-68
18636;Castello di Cacchiano Rosso;482;788;-1124.42;-13
25877;Ravage Cab Svgn;2639;3372;-614.63;-2
19860;Rex Goliath Red Moscato;28;60;-40.58;-23
6543;Folonari Pinot Grigio Venez;36;48;43.32;15
8909;Carlo Rossi Chablis Calif;403;425;900.22;47
10032;J Lohr October Night Chard;235;252;1338.49;40
15006;B & G Pouilly Fuisse;7;24;-273.19;-57
23692;R Mondavi Merlot Napa;2036;2118;14413.76;54
5096;DeKuyper Peachtree Schnapps;21914;21940;54382.26;31
8907;Carlo Rossi Burgundy Calif;2479;2495;5776.36;50
2827;Glenfiddich 26 Yr Old Scotch;15;40;-8372.95;-53
3014;Smirnoff Coconut;31;36;37.29;10
10175;Big House Birdman Pnt Grigio;1136;1197;2355.21;38
6156;Cinnabon Cinnamon Liqueur;1629;1882;1068.93;3
24937;NH Winter Warmer Red;255;297;1065.24;31
26302;Brooks Janus Pnt Nr;32;61;-322.92;-23
1323;Early Times;7149;7246;32045.37;33
2120;Canadian Club;94661;97473;364353.07;31
23858;Pezzi King Znfdl Dry Creek;281;453;-661.25;-10
7361;Bolla Soave;150;168;687.70;48
7992;Patron Anejo Tequila;4431;4999;3228.24;12
18386;Sequin Delicately Rose;292;317;532.16;35
2589;Jameson Irish Whiskey;62367;70783;596082.21;27
23143;Bogle Chard;71137;74342;245979.23;71
31320;La Vieille Ferme Rose Vntoux;19876;20314;50542.97;53
24874;Benziger Merlot;903;934;3629.01;49
18125;Laya Tinto Almansa;1021;1054;2818.15;43
25589;Dalliance Chardonnay;3871;4122;11383.65;42
21757;Jovino Pnt Nr Williamete Vly;13;36;-165.53;-48
2160;Nikka Coffey Malt Whisky;211;434;-7759.01;-36
25650;Long Barn Chardonnay;2071;2682;4836.11;28
2034;Glendalough Double Barrel;1587;1777;7759.49;20
24567;Ravenswood Mendocino OV Znfd;649;828;1805.27;24
21309;Chloe Red;61;74;89.95;12
19204;Pinecroft Pnt Grigio;38;49;16.24;15
25118;Foxglove Cab Svgn;41;61;-11.88;-2
26834;Melsheimer Handwerk Mosel Rs;115;216;-339.99;-19
18758;Mouton Cadet Sauvignon Blanc;1813;1873;7791.61;63
2446;Nomad Outland Whiskey;184;300;-692.84;-9
2568;Lagavulin 8Yr 200th Ltd Edtn;495;920;-10849.15;-25
10440;Ridge East Branch Znfdl;115;144;848.21;33
13723;Big House Red;2197;2269;12200.39;47
8474;1800 Reposado Gold Tequila;6154;6259;76787.88;50
835;Bols Creme De Noyaux;111;124;170.21;18
5952;Jagermeister Liqueur;47561;48124;26742.14;39
21696;Shelburne Vyds Lake View Wh;23;64;-255.47;-46
240;Capt Morgan Tattoo;63;65;348.02;36
10398;Spring Vly Frederick Rd;60;78;225.54;13
709;Bitter Truth Orange Bitters;129;241;-862.77;-25
24447;TC Le Charmel Pnt Nr France;3;24;-181.95;-81
2852;Bushmills 10 Yr Irish Whisky;1008;1062;9309.24;29
7788;Piehole Apple Pie;1556;1564;9529.00;77
38153;Lange Three Hills Cve Pnt Nr;81;173;-1487.86;-30
26853;Eric Kent Cuvee Renee Svgn B;53;121;-912.81;-36
4261;Capt Morgan Spiced Rum;195253;201682;1214774.94;37
34439;Toad Hollow Mendocino Chard;6621;6750;31949.79;56
25814;Ch Albajan Picpoul 15;200;348;-347.72;-13
22796;Raymond Generations Cab Svgn;14;60;-2626.74;-65
3607;Smirnoff Citrus Vodka;73220;73746;19613.43;37
24571;Oko Organic Prosecco;3;24;-171.75;-82
40332;Terrazas RSV Malbec Mendoza;3875;3958;19842.57;61
25305;Cyprus Chard;22;36;-42.06;-7
25257;Ch Boston Margaux;213;278;680.81;12
5643;Flag Hill Blueberry Liqueur;1168;1217;4474.25;34
1468;Knob Creek Single Barrel Rsv;4288;4646;36215.58;25
26405;Simi Dry Rose Sonoma Cnty;12;36;-145.80;-48
4322;Cruzan Raspberry Flavord Rum;238;241;639.42;32
3283;New Amsterdam Apple Vodka;1654;3620;-18290.11;-49
13576;Columbia Winery Chard;2263;2692;4673.99;45
999;Jameson 18 Year Old;692;824;12244.92;17
18920;Skinnygirl Moscato;8;24;-61.88;-43
26935;Ramos Pinto Fine Ruby Red P;112;125;453.88;37
26815;Louis Latour 14 Chass-Mont B;10;84;-2965.46;-82
46164;Barefoot Merlot Cal;452;487;853.99;41
3483;Kru 82 Vodka;491;559;1732.70;30
25591;Sauska Aszu Essencia;36;42;305.22;30
19576;Quinta do Casal Monteiro;50;72;4.06;1
8238;Suerte Blanco Tequila;218;620;-10641.38;-60
5525;Fernet-Branca Italian Liquer;3422;3500;23187.78;36
6402;Avion Silver Tequila;2350;2420;34241.10;48
1876;Midleton Rare Irish Whiskey;578;806;3021.56;4
12110;La Crema Chardonnay Monterey;6173;6454;32609.97;48
11460;Freemark Abbey Cab Svgn Napa;1665;1805;18704.25;38
6362;Totts Brut Calif;2629;2759;6410.60;44
16863;Pacifico Sur Cab Svgn Rsv;27;35;30.33;13
3405;Tito's Handmade Vodka;155074;164038;1015032.27;27
24367;Ch de Pierreux Brouilly Bjls;4;12;-85.52;-52
34395;Valckenberg Madonna Kabinet;14;24;-23.90;-12
34971;Jermann Pinot Grigio Venezi;618;649;5855.48;54
23528;Santa Maria Alla Pieve Soave;98;156;-121.46;-9
8442;1800 Silver Tequila;4550;4624;20887.82;48
23360;Ninety+Cellars Lot 35 Tempo;1414;1453;6107.38;68
26611;Pull Eighty Pnt Nr;10;36;-274.02;-55
19637;Vincent Girardin Bour Bl 11;105;136;223.51;12
7725;Great Western Brut;4441;4631;16255.42;58
38111;Canyon Oaks Wh Znfdl Cal;15;24;-7.11;-4
11336;Herzog Kosher Chenin Blanc;114;168;123.26;12
936;Tanteo Cocoa Tequila;4;6;-28.98;-15
41251;Beringer Classic Pnt Grigio;17788;18434;34959.78;56
6974;Benziger Cab Svgn Sonoma;4020;4264;24267.68;63
42677;Kistler Les Noisetiers Sono;37;44;366.15;22
17084;Copain Tous Ensemble Pnt Nr;219;298;518.59;11
39518;J Lohr Riverstone Chard;1211;1281;10213.26;49
24161;Krupp Bros Chard;1;6;-189.43;-74
16150;Blue Fish Sweet Rsl;15;25;-22.15;-12
45392;Norton RSV Malbec Mendoza;997;1043;6156.28;48
3485;Luksusowa Potato Vodka;23843;24202;121932.51;34
18575;Sartori Amarone;606;614;8062.18;50
6360;Taylor Nys Cream Sherry;2649;2663;12400.13;50
41171;Vendange Pnt Grigio Cal;415;432;506.73;44
4074;Blue Chair Bay White Rum;10;16;-38.58;-17
802;Bacardi Torched Cherry Rum;4962;5049;16718.87;41
1992;Maison Rouge VSOP Cognac;55;419;-5713.15;-83
6314;Livingston Burgundy Calif;1637;1669;6709.57;52
44921;Quinta do Crasto Douro Rd;1166;1229;6306.29;54
38088;Niebaum Coppola Edizne Znfdl;20;48;-624.04;-39
26077;Ninety Cellars Lot 129 Znfdl;7;12;-9.83;-11
7254;Cribari Marsala;11649;11714;30288.47;48
5725;DeKuyper Sour Apple Pucker;11478;11600;33645.22;39
5826;DeKuyper Razzmatazz;6458;6559;14970.68;33
6358;Dom Ste Michelle Brut Cuvee;2058;2071;10130.37;57
955;Allen's Pomegranate Liqueur;18;21;14.58;16
42801;Benton Lane Pnt Gris Willamt;241;274;831.37;28
38244;Hendry Pnt Nr Napa;58;168;-1997.42;-49
37722;Jacobs Crk Shirz Rsv;50;60;148.50;37
27852;Brandini Barbera d'Alba;62;240;-1468.22;-61
15923;Bota Mini Moscato;124;153;102.83;21
26420;Villa Russiz Pnt Grigio;74;121;-194.43;-10
6278;Sterling Svgn Bl;6981;7410;22212.61;40
37457;San Rocco Pinot Grigio Vene;304;312;787.84;48
8308;Nardini Acqua di Cedro;47;119;-1112.65;-49
44145;Red Rock Merlot Cal;3357;3398;13157.03;67
29810;Fess Parker Chard;1329;1410;7687.91;53
8848;Deep Eddy Lemon Vodka;6780;8413;234.19;4
39981;Little Penguin Merlot Ausl;591;617;2345.26;48
14962;Stone Barn Chard;250;264;355.34;42
23856;Pezzi King Cab Svgn Dry Crk;3;24;-288.27;-81
23246;Torres Celeste Crianza;609;661;3006.65;43
26710;Feudi Di San Gregorio Fiano;4818;4995;-20221.65;-44
15782;Macon Villages Eugene Blanc;2;24;-214.82;-88
14657;The Shepherd Svgn Bl;650;653;3127.53;56
1731;The Spiced Tree Scotch;17;120;-4064.37;-81
