#Brand;BrandDescription;TotalQuantitySales;TotalQuantityPurchase;Profit;MarginPercent
2083;Flag Hill Straight Bourbon;1385;1400;11300.15;26
8143;Perrier Jouet Grand Brut;6414;7892;56636.66;31
46083;Dom de Reuilly Pierre Plates;47;48;138.81;42
14342;Cupcake Pnt Nr;18940;20592;48089.40;51
3982;Hornitos Reposado Tequila;22099;24801;112964.63;32
14348;De Martino Carmenere Estate;318;334;1197.00;50
16887;The Seeker Cabernet Svgn;7;12;-17.87;-15
24103;Filon Garnacha Calatayud;1;24;-129.27;-94
39254;Las Rocas Garnacha San Alej;5168;5191;23875.42;67
24921;Appolo Vyds Seyval;48;120;-532.48;-43
6565;Clos du Bois Cab Svgn N Cst;37769;38180;123881.11;54
36135;Foley Santa Maria Hil Pnt Nr;20;36;-103.52;-16
4260;Capt Morgan Original Barrel;75220;79078;318227.10;24
15171;Cecchi Litorale Vermentino;305;377;899.54;26
1637;Fleischmanns Preferred;14560;14639;50815.33;43
33037;Beringer Fndrs Est Cab Svgn;4519;4615;32126.61;64
7269;Gallo Fairbanks Wh Port;1524;1546;3766.52;45
5391;Kamora Coffee;29911;29914;132002.61;37
4418;Don Q Single Barrel Rum;119;300;-4165.19;-48
16460;Gerard Bertrand Pnt Nr Rsv;774;803;2903.78;44
5318;Benedictine Liqueur Dom;1880;2056;14564.80;38
25838;Dry Creek Cab Svgn Sonoma;772;842;4976.70;47
37071;Caymus Conundrum White;3359;3798;32649.53;74
27483;Lanson Rose Label Brut;18;90;-2203.38;-71
25754;Barefoot Refresh Summer Whit;2123;2825;4274.55;29
3486;Tanqueray;8273;8316;25636.83;31
3547;Ketel One Vodka;21407;22113;11330.82;23
3450;260 Vodka;348;772;-7544.56;-44
58;Gekkeikan Black & Gold Sake;3446;3550;10397.54;32
25268;Cantine Maschio Sparkling Ro;56;94;-65.92;-8
1231;Jack Daniels No 7 Black;34666;36450;89831.67;26
28658;R Mondavi Pnt Nr Pvt Sel;11748;12507;40341.03;71
24294;La Gr Comtadine Vacqueyras C;952;1043;5492.34;41
2251;Canadian Hunter Whisky;14216;19345;-1208.71;-8
20416;Januik Cab Svgn Columbia Vly;44;48;272.52;33
26883;DBR Legende Brdx Rouge;148;334;-1188.28;-35
3198;Smirnoff Peach Vodka;34;83;-407.43;-48
26774;El Coto Blanco Rioja;630;984;-1542.14;-17
8452;Cruzan Aged Light Rum;5956;6444;21078.52;26
2373;Jim Beam Maple;11264;11939;48742.55;40
25236;Horseshoes & Handgrenades Re;763;1086;-1108.27;-8
41633;Prinz Salm Two Princes Nahe;1163;1168;6293.57;63
2144;West Cork Black Rsv Irish Wh;95;301;-6383.28;-64
20218;Chocolate Cuvee;105;118;394.83;43
11320;Edna Valley Paragon Svgn Bl;2037;2089;7708.77;48
272;Juarez Silver Tequila;1059;1071;876.51;11
19072;Astoria Sparkling Moscato;4;12;-44.00;-50
36524;Ch de Ribebon Brdx;2976;3591;8233.41;23
16891;The Seeker Svgn Bl;1424;1448;5315.68;45
22387;Gnarly Head Authentic Black;4830;5401;12434.92;35
17621;Raymond Hill Cab Svgn;12;24;-39.96;-27
25747;Riojana Cab Svgn;60;72;85.08;23
23112;Patz & Hall Hyde Vyd Chard;5;42;-1319.83;-83
2756;Jameson Caskmates;10632;11220;59197.88;23
25310;A la Carte White;25;48;-92.29;-20
25876;The Dreaming Tree Svgn Bl;1648;2026;732.16;4
8838;Ch Ste Michelle Cab Svgn Col;25607;26317;141553.40;70
3444;Hornitos Plata Tequila;10362;10636;65862.70;21
26717;Arpa Pnt Grigio;1490;1785;2997.00;25
5103;Fireball Cinnamon Whisky;43533;44198;336287.95;44
25651;Long Barn Pnt Nr;1;36;-324.05;-96
41990;Heitz Cab Svgn Napa;1224;1337;18826.00;40
5641;Flag Hill Raspberry Liqueur;1249;1318;4092.71;28
5370;DiSaronno Rsva Ltd Edition;3;31;-6869.60;-87
16246;Domino Chard;443;448;1089.01;44
33767;Sensi Chianti DOCG;723;731;3447.43;66
16916;R Mondavi Malbec Private Slt;10;12;24.10;39
567;Ketel One Vodka;10206;10321;82124.03;38
19377;The Naked Grape Pnt Nr;10;18;-60.42;-27
16170;Domino Moscato;24;36;25.68;22
23220;Parducci Pnt Nr;1199;1233;4991.59;52
12681;The Crusher Pnt Nr;487;488;2202.33;56
41712;Fish Eye Chard;10181;10340;22888.35;67
24094;Gallo Copperidge Cab Svgn;3281;3336;7688.67;50
23373;M D 20/20 Banana Red;2603;2627;3266.80;46
43872;Joseph Carr Cab Svgn Napa;9219;9517;73819.39;61
3919;Hornitos Reposado Tequila;5572;5750;17605.78;36
29619;Schmitt Sohne Auslese;2196;2235;11000.84;52
8323;Jose Cuervo Gold w/Marg Mix;8364;8639;29856.26;29
13766;Yealands Svgn Bl Marlborough;1615;1698;6128.27;44
22740;C&P Breton Chinon St Louand;41;60;38.19;4
14119;Zonin Prosecco Brut;1029;1394;1371.24;46
39456;Charles Heidsieck Brut Rose;68;71;2295.12;77
7284;Colombo Marsala Dry;907;943;2879.05;50
11196;Angelini Pnt Grigio Veneto;5697;6850;18383.03;46
276;Bushmills Black Bush;14;19;8.66;2
35967;Cloudy Bay Chard Marlboro;597;807;1442.78;11
27412;Peter Paul Bennett Vy Svgn B;1103;2085;-2912.93;-18
16776;Amapola Creek Cab Svgn 10;3;12;-589.71;-63
8464;Ch de Montfort Vouvray;1967;2069;8758.79;40
2573;Firefly Caramel Moonshine;8;11;-15.97;-9
2045;Monkey 47 Dry Gin;1612;1788;6902.56;13
6506;Villa Zarri Nocino Liqueur;106;162;-554.08;-10
29714;Planeta La Segreta Rosso;197;276;-190.45;-10
24580;Mt Beautiful Pnt Nr;658;909;1767.17;16
27443;Renato Ratti Marcenasco Baro;6;48;-1320.54;-81
9160;Deep Eddy Peach Vodka;18469;21148;3057.75;20
8289;E.H.Taylor Jr Single Barrel;689;704;10504.95;34
24799;The Chard Project Chard;294;480;-123.94;-3
19329;Ca Del Monte Amarone Red;447;683;310.37;2
25737;Mas De Daumas Gassac 15 Rose;284;355;824.31;19
2958;Dalwhinnie 15-Yr Single Mal;4161;4598;60288.85;32
25844;Ch Chaigneau Brdx;494;747;-69.47;-1
24837;Wycliff Brut;9508;10573;16040.73;44
9116;KAH Tequila 3/50mLs Pak;205;1560;-23752.65;-82
4346;Mr Boston Dark Rum;12257;12391;26666.94;26
2199;St George Terrior Gin;1466;1732;3465.82;8
11385;Poggio Al Lupo Tenuta Pnt;14;30;-251.94;-28
24965;Ch Haut Gravet Gr Chemin St;22;34;-50.64;-6
27786;Jadot Chablis Fourchaume 14;7;30;-514.47;-65
25367;Alexander Vly Vyds Merlot;3;8;-98.15;-46
5364;Kahlua;59771;60645;445870.14;32
3455;Stolichnaya Gluten Free 80*;1267;2359;-11697.09;-34
12506;Piazzo Barolo;7;13;-77.70;-23
34951;Ch Ste Michelle Eroica Rsl W;1576;1801;7706.76;37
37651;Glen Ellen Pnt Grigio RSV;76;84;102.04;37
40766;Casa Julia Svgn Bl Manta;284;313;888.29;47
21129;St Supery Svgn Bl Napa;2650;2710;17216.90;55
10254;Beringer Classic Chard;10113;10491;19176.20;54
27521;Seghesio Defiant Red;18;168;-3355.62;-84
16809;Flip Flop Chard;37;47;77.50;21
27790;Jadot Chass Mont Abbaye 14;12;30;-559.92;-40
12532;Grand Sigognac Medoc Bordx;23;24;111.93;44
2432;Crown Royal;41396;41893;230108.07;31
27407;Hourglass Blueline Est Merlt;13;108;-4145.53;-82
226;DeKuyper Red Apple Schnapps;217;237;469.87;25
25327;Siduri Pnt Nr RRV;39;46;203.01;23
5076;M Duffau Napoleon Armagnac;2118;2276;13773.70;22
18237;M Abbona Dogliani Papa Celso;108;228;-1152.00;-30
46060;Martin Codax Albarino;3571;3640;18650.69;60
26223;Jarvis Chard Finch Hollow Un;1;18;-1184.03;-92
19419;Kendall Jackson Vnts RSV Cab;1390;1534;4072.02;40
15619;Beringer Classic Red Moscato;8313;8679;17960.22;62
21226;Tisdale Vineyards Moscato;12;24;-15.48;-24
33111;Marques de Gelida Cava Spai;28;90;-400.38;-52
1820;Yellowstone Select Bourbon;84;300;-7248.84;-63
2346;Black Velvet Toasted Caramel;379;909;-5310.63;-42
2077;John Barr Rsv Black Scotch;30;432;-6924.18;-91
22665;Trefethen Cab Svgn;402;491;4239.02;24
25901;Cupcake Prosecco;1737;2176;3317.43;24
24818;Rancho Zabaco Monte Rsso Znf;228;249;591.40;11
8437;Maestro Dobel Diamond Tequla;1802;2102;10763.36;19
2832;Bushmills 21 Year Old Irish;30;35;501.35;19
3158;Pinnacle Tropical Punch;11058;11226;42575.40;30
6824;Kendall Jackson Pnt Nr Vtnr;14579;16050;51981.71;32
26694;Dom Ch Moreau Chablis 14 Cls;7;18;-391.13;-42
21251;Renwood Old Vine Zinfandel;1210;1261;6404.98;43
45885;Mer Soleil Silver Chard;2054;2144;13230.34;48
1240;Remy Martin VSOP Gift Pack;562;620;4296.58;28
4075;Bacardi Pineapple Fusion;3246;3247;18593.65;36
31201;Beringer Fndrs Est Cab Svgn;5536;5540;24123.44;72
34646;Terrazas Alto Cab Svgn Argn;22;24;54.94;40
24156;NY Yankees Cab Svgn;117;130;625.83;37
21985;Menage a Trois Midnight;17874;18120;76719.74;64
2878;Hudson Four Grain Bourbon;549;670;2676.71;13
19787;Bota Mini RedVolution;137;142;154.55;34
21533;10 Span Pnt Nr CC;326;353;630.85;35
26084;Gravel Bar Cab Svgn Columbia;2;24;-263.94;-87
37601;Hardys Cab Svgn Ausl;1303;1321;7558.77;62
123;Van Winkle Special Rsv 10 Yr;58;59;1173.17;51
22967;Cambria Clone-4 Pnt Nr;16;48;-333.60;-49
1269;Jeffersons Bourbon;16628;18458;94875.86;27
27287;Ch Rauzan-Segla Gr Cru 08 Ma;65;66;1558.13;43
14799;A Bichot Pouilly-Fuisse;569;627;3663.01;45
33874;Bella Sera Pinot Grigio Del;21351;21360;90418.29;64
22421;Marchesi di Barolo Monferrat;1380;1953;-132.96;-1
253;Poland Spring Vodka;3032;3122;3830.98;27
4632;Hennessey Master Blenders #1;188;328;-4540.20;-23
6214;Taylor Red Port;2020;2038;9754.76;53
3023;Silo Lavender Vodka;15;27;-196.02;-26
25859;Handsome Devil Cab Svgn;34;36;104.38;39
3038;Zhenka Raspberry Vodka;15887;15984;47920.21;42
8453;1800 Silver Tequila;6562;8801;-262.13;-1
21432;Ch Grande Pontet St Emilion;6;12;-69.90;-23
15188;Las Valles Carinena Red;206;238;471.54;34
16791;Gallo Signature Series Cab S;5;18;-273.63;-58
657;DeKuyper Apricot Brandy;36;48;-9.48;-3
24206;Flint & Steel Svgn Bl Napa V;8;12;0.04;0
23510;Plantaze Vranac Montenegro;226;285;448.84;22
12109;La Crema Pnt Nr Monterey;3177;3381;19413.50;47
1595;Gentleman Jack;10189;10266;38866.73;35
42421;Firesteed Pnt Gris Ore;4543;4888;21097.45;56
10706;Brownstone Merlot Cal;52;60;100.28;27
7221;M & R Sweet Vermouth;14577;14600;52756.73;53
10626;MezzaCorona Pnt Nr;6977;7564;15573.77;27
2041;Redbreast 15 Yr Old Irish;739;917;11237.23;20
27371;Bernard Magrez Cab Svgn Napa;4;84;-7799.20;-93
8727;Monkey Shoulder Scotch;4157;4351;27776.86;28
2043;I.W. Harper Bourbon;655;729;3773.42;22
23064;Liberty Creek Moscato;13;36;-29.47;-42
46190;Napa Cellars Merlot;30;48;-50.94;-7
26570;Schlosskellerei Gobelsbrg Rs;12;24;-55.80;-23
20334;Drouet Freres Svgn Bl;12;24;-47.64;-27
18254;Jaboulet 09 Dom Terre Ferme;6;24;-697.26;-62
1698;Knob Creek 2001 Bourbon;207;457;-16772.13;-38
11213;Meiomi Pnt Nr;25652;26190;171502.08;52
8178;Bulleit Bourbon;27204;28421;198307.25;38
27497;Vinecol Organic Malbec;24;36;-2.28;-1
8342;Korbel X Dry;16311;16916;70437.53;51
23209;Uppercut Meritage;12;24;-80.04;-25
18893;19 Crimes Red;20430;21791;45711.11;30
31788;Livingston Cab Svgn Cal;16;24;-1.76;-1
19451;Souverain Svgn Bl No Coast;1576;1635;6684.84;60
18269;Masi Serego Alighieri Amaron;19;30;-64.19;-4
27285;Ch Grand Puy-Lacst Pauilc 07;10;60;-2279.90;-75
7909;DeLeon Reposado Tequila;395;400;2052.05;12
19962;St Francis Merlot;3536;3694;19634.80;54
11928;Finca Abril Malbec 1922;9;13;6.71;3
29077;Pine Ridge Chn Bl/Viognier;2966;3052;13479.54;46
3210;Smirnoff Sourced Pineapple;22174;23346;3615.84;20
14706;Cupcake Prosecco;47094;48442;199379.35;89
2174;Virginia Black Whiskey;109;526;-10566.93;-73
22389;Villa Cornaro Prosecco;2262;2473;2953.37;35
23798;Aquitania Cab Svgn;158;225;190.92;8
25893;MJ Candice Red 13 Roussillon;143;374;-1098.79;-41
18010;Cocobon Red;11155;11518;26848.89;59
26568;Ninety+Cellars Lot 131 PN RV;9;24;-125.85;-44
21601;Candoni Moscato;25;30;64.65;22
4624;Meukow 90;1956;1980;15545.24;52
3818;Cabo Wabo Blanco Tequila;6641;6730;66209.69;45
25373;Sella & Mosca RSV Cannonau;3923;4014;19375.41;62
3620;Powers Signature Release;801;850;4840.49;18
20475;Hayes Valley Cab Svgn CC;1337;1365;4142.88;45
2956;Vat 69 Gold;7259;7317;30447.34;39
6420;R M Woodbridge Chard Cal;29225;29951;75945.17;80
857;Kahlua;19467;20165;136864.21;42
3566;Pinnacle Raspberry;11128;20642;-3639.10;-25
897;Montezuma Blue;1469;1507;2560.07;35
32074;Warre's Kings Tawny Porto;1409;1461;5738.31;46
41965;F Coppola Sofia Rose;3569;3758;18448.97;50
3837;Skyy Vodka;162227;163375;43620.21;37
2140;West Cork Barrel Proof Ltd R;51;277;-8873.33;-77
23947;Ch Larose Trintaudon 09;777;805;6178.83;50
2514;Bird Dog Peach Whiskey;3059;3369;8914.12;23
3724;Absolut Citron;14719;14749;78669.62;43
14195;Twomey Svgn Bl Napa;164;329;-944.45;-18
43450;Fish Eye Pnt Grigio;2822;2922;14839.52;45
23289;Ch Mouton Rothschild 11 Paui;18;19;3490.27;38
36539;Liberty Creek Prem RSV Chard;1810;2077;1517.49;14
382;McCormick Irish Cream Liquer;52;61;71.51;15
25630;Marchesi di Barolo Barb DOCG;470;981;-11494.47;-45
17188;The Messenger Telegram Red 1;807;844;4381.33;46
25935;Gabbiano Chianti Clsc RSV;5446;5487;16874.46;45
8424;1800 Coconut Tequila;8041;8136;66603.15;50
27689;Loyal Dog Winery Naked Apple;74;240;-1209.54;-52
35605;Castle Rock Paso Ro Cab Svgn;1776;1807;7890.62;66
3372;Smirnoff Sourced Pineapple;1977;2982;-1978.97;-8
33672;Toasted Head Merlot Cal;1101;1125;4468.49;55
23354;Paul Dolan Deep Red 09 Mendo;3464;3474;31424.24;83
16199;Rickshaw Pnt Nr;112;120;587.68;45
22086;Queens Peak Cab Svgn Sonoma;129;153;377.22;26
10916;Piper Sonoma Bl de Bl Sonoma;928;952;4335.44;48
5358;Irish Mist Honey Liqueur;3857;3882;25897.37;35
25060;Jadot Gevrey Chambertin 13;6;24;-498.70;-63
2374;Tullamore Dew;5118;6041;26271.98;14
29203;La Terre Chard Cal;6;18;-60.78;-52
15259;Laguna Chard;191;214;675.47;34
6109;Plymouth Sloe Gin;119;363;-5898.53;-62
3040;Tito's Handmade Vodka;34901;35922;248177.11;42
26254;Kalogeri Papagiannakos Cab S;6;12;-41.94;-25
23350;Lapierre Raisins 14 Gaulois;147;212;25.57;1
43788;Veuve Clicquot Ponsardin Rs;2298;2340;41649.62;52
8262;Metcalfe's Vermont Maple;2741;2744;16783.51;39
1980;1792 Full Proof Bourbon;79;81;876.48;32
40053;Campo Viejo Tempranillo;4867;4913;16539.46;56
15737;Naked Ryan Patrick Vyd Chard;11;16;27.05;26
37910;Krupps Brothers Veraison;64;93;345.67;7
11553;M by Michael Mondavi Cab Svg;49;89;-1715.07;-16
26862;La Quintinye Rouge Vermouth;200;216;832.80;35
3387;Kinahan's Irish Whiskey;238;445;-6020.58;-44
18538;Banknote The Vault Red;3;12;-138.23;-59
20654;Notarious Cab Svgn;10;26;-279.74;-41
14670;Sutter Home Moscato;107;118;178.37;39
16309;Mollydooker Two Left Feet;243;269;1771.81;40
23514;Plantaze Vranac ProCorde Red;425;501;1199.20;26
29081;Beringer Wh Znfdl/Chard LVS;1468;1503;4865.00;60
2136;Elijah Craig 12 Yr Bourbon;3158;3225;22116.17;32
25573;Louis Latour 12 Bourgogne Ga;2116;2347;6101.97;32
25360;Honig Cab Svgn;10;11;217.23;37
8693;Ezra Brooks;8961;9062;27427.71;42
24158;Cambridge Pnt Nr RRV;7;26;-244.19;-58
19960;La Noble Chard Unoaked;45;67;13.15;2
12079;F Coppola Votre Sante Chard;445;450;1720.05;51
40331;Terrazas Alto Chard Mendoza;29;36;34.49;14
25228;D Guillot Broux Bourgogne;26;60;-368.26;-33
21144;Cherry Tart Pnt Nr;795;801;5091.56;51
19243;Simply Naked Unoaked Pnt Nr;87;244;-521.17;-48
4565;Christian Bros VS Brandy;5916;5981;17109.83;43
18771;Cigar Zin Old Vine Zinfandel;41;74;-162.25;-18
7433;New Amsterdam Orange;42;49;80.71;19
16195;Croft Fine Ruby Port;16;72;-395.68;-67
25009;St Supery Dollarhide Cab Svg;34;47;246.52;10
13808;Tiziano Pnt Gr Delle Venezie;107;119;338.07;36
5147;Pallini Limoncello Liqueur;4264;4384;13556.40;33
23270;Campo Viejo Gr Cava Brut Rsv;3091;3311;9518.39;43
5242;Cointreau Liqueur;24770;25361;204158.25;37
2897;Haig Club Scotch;164;270;-2836.44;-22
6003;Jack Daniels 150th Annversry;162;272;-3654.90;-18
26160;Eagle Glen Cab Svgn Napa Vly;317;324;2253.39;48
2876;The Irishman Single Malt;926;1224;963.18;3
37542;Frogs Leap Chard Napa;582;1180;-6846.22;-28
4415;Cruzan Banana Flavored Rum;217;237;318.19;15
15901;Merry Edwards Georg Pnt Nr;1;120;-5880.41;-99
248;Wild Shot Reposado Mezcal;12;14;48.84;9
4904;Bayou Spiced Rum;458;1060;-8911.38;-55
2550;Stillhouse Originl Moonshine;909;1343;-2188.56;-9
23188;Jean Dauvissat Chablis St Pi;275;313;1870.57;33
2655;James Oliver Rye Whisky;1145;1246;5043.61;18
2468;Crown Royal Nrth Harvest Rye;3971;5168;-1745.23;-2
979;Pancho Villa Rojo;114;116;203.66;30
25375;Sella & Mosca Vermentino Ca;903;1001;2354.31;35
994;Absolut Apeach;132;136;782.52;39
22822;Corvo Pnt Nr;850;878;3113.12;43
7860;Sutter Home Wh Znfdl;5623;5633;10755.46;47
5467;Homericon Mastiha;20;27;14.24;4
17371;Castelmaure Corbieres;36;60;-62.76;-12
10727;Starborough Svgn Bl Marlboro;25135;25165;100926.98;74
19270;Veuve Clicquot Brut Yellow;5692;5899;45263.52;47
29472;M & R X Dry Vermouth;88;91;256.04;48
27813;Warre's Warrior Port;4269;4381;20297.86;49
4344;Calypso Silver Rum;425;830;-3910.55;-44
34703;Valley of the Moon Znfdl;80;84;487.04;44
40575;Chiarlo Barbaresco Piedmont;4;12;-113.20;-46
26006;Clos De L'Obac 05 Priorat;88;135;-29.53;-1
40175;M & R Asti 4 Pak;4080;4275;13821.45;39
18364;Lost Angel Moscato;78;95;146.52;23
6586;Citra Montepulciano;5834;5863;23838.56;61
16843;Barefoot Cellars Red Moscato;6956;7082;16195.76;66
22928;Desert Wind Ruah Red;31;36;182.81;40
35977;Jaboulet Cotes du Rhone Par;11;12;66.41;71
34339;Snoqualmie Svgn Bl Columbia;2;24;-101.70;-88
5246;Bacardi Party Drinks Zombie;3584;3631;16811.29;47
16805;Las Rocas Spanish Red;3839;3844;10185.09;50
8689;Paul Masson Rose;3872;3886;17014.14;67
40106;Peter Lehmann Clancy's Baros;119;253;-1345.93;-42
807;Jim Beam;9827;10389;55433.14;40
23272;Columbia Winery Red Blend;137;148;1000.31;156
4767;El Jimador Reposado Tequila;3759;3805;29473.01;40
12368;Vina Zaco Tempranillo Rioja;3930;4109;13516.89;46
6245;Blossom Hill Chard;651;657;2174.43;44
27506;The Conductor Red;6;240;-3822.06;-96
37849;Darioush Cab Svgn;238;299;3515.68;19
23899;Vino Rose;152;156;718.88;57
25527;Masi Mazzano Amarone 03;28;38;348.80;9
20765;Furlan Malbec;12;24;-107.40;-23
24301;Mija Sangria;2514;2899;6591.33;42
6094;Black Warrior Kuro Shochu;6;12;-101.22;-36
33731;Hopler Gruner Veltliner;5734;6585;21868.86;44
8235;Riunite Bianco;24;30;40.56;22
365;Ciroc Vodka;146;300;-628.46;-34
2645;Chivas Regal;10307;11427;74982.79;30
16458;Gerard Bertrand Corbieres Ro;1070;1100;4758.30;51
23266;Ornellaia Ornus;1;9;-516.42;-84
21081;Martinelli Belle Vigna Pnt N;107;150;138.43;3
15262;Bella Sera Moscato;245;264;425.81;37
23857;Pezzi King Chard Sonoma;10;48;-407.62;-69
15253;Bota Mini Merlot;54;72;31.86;14
22568;Beringer The Waymaker Red;290;429;-1025.90;-14
17979;California 37 Cab Svgn;13;24;-27.29;-16
14761;Ch Hermitage Mazeyres Pomerl;9;12;44.67;15
43385;Three Thieves Bnd Pnt Grigio;71;77;170.74;43
508;Bacardi Superior Rum;33094;38957;141699.26;37
1389;Makers Mark;27454;30004;16678.74;25
3871;Smirnoff Watermelon Vodka;13637;13903;49208.03;43
18879;LaBelle Winery Seyval Blanc;1299;1329;6195.30;47
19855;Davis Bynum Jane's Vyd Pnt;712;989;2799.05;15
11440;Peter Vella Sangria B/B;3678;3732;21022.74;62
3364;Absolut Ruby Red;8353;8432;59300.27;39
19710;JP Chenet Merlot/Cab;24;36;7.32;3
27144;Bouchaine Pnt Nr Carneros;765;2324;-12452.37;-48
21352;C Y Toro Don Melchr Cab Svgn;103;149;410.59;5
38301;Neirano Pitul Moscato d'Asti;43;52;146.89;40
8359;R M Woodbridge Svgn Bl Cal;7368;7673;18182.76;74
15295;Flip Flop Pnt Grigio;4954;5013;10793.74;63
630;Pinnacle Vodka;11;48;-392.87;-70
3610;Smirnoff Cranberry Vodka;6906;6972;23414.22;41
2899;Laphroiag Select Single Malt;1805;1946;15424.85;21
2737;Teeling Irish Whiskey;1139;1275;5325.86;15
12115;Long Lake Pnt Grigio Cal;3;24;-77.79;-81
22017;Foss Marai Roos Spumante Bru;16;24;-89.12;-32
5875;Malibu Light Bl Hawaiian RTD;4027;4056;24009.41;48
19647;JP Chenet Chard;2;24;-136.74;-87
37794;Blackstone Znfdl Cal;429;479;1235.70;50
23943;Canella Bellini Fusion;1556;1717;2229.23;31
19224;Miraval Cotes de Prvnce Rose;8246;8457;57915.36;54
44232;Acacia Winery Pnt Nr Lake;9;24;-224.01;-44
12216;Da Vinci Pnt Grigio;19716;20603;58464.42;43
21308;Chloe Pnt Grigio;7046;8624;15514.42;24
37083;Jewell Towne Cayuga Wh NH;999;1025;3780.76;49
26303;Brooks Pnt Nr Willamette;20;36;-80.52;-14
3276;Gordons London Dry;43868;44631;214403.44;50
46298;Intorcia Marsala Sweet;938;1021;2915.26;35
22963;Phillipine de St-Cyrille CdP;2788;3014;20687.42;41
25531;BR Cohn Silver Cab Svgn Snm;2408;2535;10742.12;27
18778;Once Upon A Vine Pnt Nr;950;967;4036.96;63
18002;Vendange Sweet Red;15;18;22.59;27
19192;Tangent Svgn Bl;892;1237;-812.71;-7
40667;Bolla Chianti;1616;1891;3955.24;24
27773;Jadot Nuits St Georges Les B;1;24;-1499.85;-94
10708;Howling Moon Pnt Nr N Cst;200;224;764.08;38
13581;Veuve Clicquot Rose Shop Bag;407;487;4221.36;26
5221;RumChata Liqueur;10355;10557;31859.32;35
3736;Smirnoff Cherry Vodka;7846;7914;27390.74;42
20431;Januik Muscat Canelli Champx;892;2400;-5664.92;-44
6569;W Hill Chard Napa;6051;6192;43098.33;54
12378;Pacific Rim Organic Riesling;86;108;175.38;19
29691;Hahn Merlot Central Coast;1214;1262;5130.58;51
24530;Joseph Drouhin Puligny-Montr;29;73;-1407.37;-43
25146;Barefoot Cellars Winter Red;1140;1213;1993.83;48
22433;Dom Prieur Meurslt Mazray 13;22;30;172.08;11
23068;Nicolas Perrin Cote Rotie 11;4;30;-944.14;-80
3423;Beefeater;44762;46163;196870.63;20
12561;Hahn SLH Pinot Noir;88;168;-1097.52;-33
2598;Firefly Apple Pie Moonshine;3233;3336;15357.83;40
15234;J Lohr Cuvee Red St E;3;12;-111.63;-48
23470;Bullet Proof Picasso Svgn Bl;12;32;-105.88;-45
3252;Smirnoff Sourced Cran Apple;2690;3400;1850.10;7
5255;TGI Fridays Ultimte Mudslide;6096;6215;21076.79;36
25609;Wilson Winery Znfdl;309;371;92.38;2
3545;Ketel One Vodka;130579;138109;1199901.52;40
19739;Sledgehammer Cab Svgn;24;48;-95.76;-25
2117;Black Velvet Traveler;15292;15415;39283.88;43
3909;White Mountain Vodka;982;1232;676.34;3
25325;Gran Moraine Y-C Chard OR;1;12;-267.09;-88
25895;JeanJean Terrasses Larzac 13;79;312;-1824.47;-62
29470;Pahlmeyer Napa Red;23;26;1399.73;56
43193;Dancing Bull Zabaco Cab Svgn;838;842;2836.64;65
24846;Franciscan Merlot Napa;2930;2970;20155.20;55
33685;Montepulciano D'Abruz Sensi;12;24;-33.24;-24
8626;Ezra Brooks;18180;18389;111900.57;52
2641;Jack Daniels SB-BTB Joe Bell;166;171;1870.45;29
13339;C'Est La Vie Chard/Svgn Bl;3929;4069;-5308.36;-14
8519;Dekuyper Orange Curacao;1465;1892;-234.25;-2
26348;Walt Pnt Nr Shea Vineyard;45;83;-775.52;-20
3135;Smirnoff Cinn Sugar Twist;18;24;6.30;3
15356;Seaglass Pnt Nr;4702;4745;16367.73;53
1086;Hennessy VSOP Privilege VAP;1068;1308;1410.00;3
3986;Deep Eddy Peach Vodka;22;48;-315.74;-42
7995;Patron Reposado Tequila;3209;3674;2640.11;15
18797;Hess Shirttail Crk Vyd Chard;307;367;876.41;30
13638;Charles Smith Velvet Dev Mer;5550;5827;17158.21;36
26591;Ninety+Cellars Lot 50 Prosec;41;64;-15.33;-3
23365;Elderton Barossa Shiraz;370;464;1808.38;27
19861;Rex Goliath Pnt Gri;2;24;-71.38;-88
38110;Canyon Oaks Wh Znfdl Cal;95;96;186.01;49
12273;Beringer Classic Moscato;16;24;0.00;0
4876;Skyy Infusion Tropical Mango;1490;1885;-5844.95;-26
4994;Laird's Jersey Lightning;13;240;-3488.93;-93
1984;Nikka Taketsuru 17 Yr Whisky;19;60;-4325.39;-57
40116;Marcus James Rsl;28;35;34.72;18
18854;Barefoot Cellars Rich Red;26;35;36.94;14
3856;Ciroc Apple Vodka;86;120;-262.86;-8
18734;Little Black Dress Divalicio;634;652;1968.10;50
16967;Trentadue Merlot Alex Vly;11;12;57.93;38
13251;Apaltagua Envero Gran Rsv;50;74;66.74;10
27523;Opolo Cab Svgn;41;84;-395.81;-24
4197;Sailor Jerry Spiced Rum Trav;3501;3656;12888.07;27
19369;Luigi Bosca de Sangre;123;168;500.73;21
46489;Eppa Red Sangria Organic;2597;2850;8479.03;40
23144;Ch Andron Blanquet St Esteph;27;60;-374.67;-30
6378;Walnut Crest Merlot Rapel;1302;1309;5126.40;59
14212;Allan Scott Svgn Bl;36;48;-4.20;-1
1084;Cointreau Liqueur with Caraf;493;599;-918.58;-6
46600;Primaterra Pnt Grigio;2942;2967;7043.72;31
26187;Binyamina Cab Svgn;168;217;97.30;4
3513;Ciroc Snap Frost Vodka;11406;11424;85540.22;42
25592;Writer's Block 12 Lake Count;886;1000;2321.14;36
23823;Round Hill Cab Svgn;222;240;926.58;43
